Bicentenario  2018;;;;;;;;;;;;;;
400;1;2;9;2;9;9;9;2;9;9;1;9;9;9
401;1;3;9;2;9;9;9;9;3;9;1;9;9;9
402;1;1;9;2;9;9;9;2;9;9;9;2;9;9
403;2;3;9;2;9;9;9;2;9;9;9;9;3;9
404;1;1;9;2;9;9;9;2;9;9;9;2;9;9
405;2;2;9;2;9;9;9;9;3;9;9;9;3;9
406;2;1;9;9;3;9;9;9;3;9;9;2;9;9
407;1;5;9;2;9;9;9;2;9;9;9;2;9;9
408;2;4;9;9;9;9;9;9;3;9;9;9;3;9
409;1;4;1;9;9;9;9;9;3;9;1;9;9;9
410;1;4;9;2;9;9;9;9;3;9;9;2;9;9
411;1;1;9;9;3;9;9;9;3;9;9;9;3;9
412;2;5;9;9;3;9;9;9;9;4;9;9;3;9
413;2;2;9;9;3;9;9;9;9;4;9;9;3;9
414;2;5;9;2;9;9;9;9;9;4;9;9;3;9
415;1;2;1;9;9;9;9;2;9;9;9;2;9;9
416;1;4;9;2;9;9;9;2;9;9;9;9;3;9
417;2;3;9;2;9;9;9;9;3;9;9;9;3;9
418;2;4;9;9;3;9;9;9;3;9;9;9;3;9
419;2;4;9;9;3;9;9;9;3;9;9;2;9;9
420;2;2;9;9;3;9;9;2;9;9;9;2;9;9
421;2;2;9;2;9;9;9;2;9;9;9;9;3;9
422;2;4;9;9;3;9;9;9;3;9;9;2;9;9
423;1;5;9;2;9;9;9;2;9;9;9;2;9;9
424;2;1;9;9;3;9;9;2;9;9;9;9;3;9
425;2;1;9;2;9;9;9;2;9;9;9;9;3;9
426;2;2;9;9;3;9;9;9;3;9;9;2;9;9
427;2;5;9;2;9;9;9;2;9;9;9;2;9;9
428;1;2;9;2;9;9;9;2;9;9;9;2;9;9
429;1;3;9;2;9;9;9;9;3;9;9;2;9;9
430;1;3;9;2;9;9;9;2;9;9;9;2;9;9
431;2;2;9;9;3;9;9;9;3;9;9;9;3;9
432;1;3;9;2;9;9;9;9;3;9;9;9;3;9
433;2;3;1;9;9;9;9;2;9;9;9;2;9;9
434;1;3;9;9;3;9;9;9;3;9;9;9;3;9
435;2;2;9;2;9;9;9;9;3;9;9;9;3;9
436;1;4;9;9;3;9;9;2;9;9;1;9;9;9
437;2;2;9;2;9;9;9;2;9;9;9;2;9;9
438;1;3;9;2;9;9;9;2;9;9;9;2;9;9
439;1;3;9;9;3;9;9;9;3;9;9;2;9;9
440;2;2;1;9;9;9;9;9;3;9;9;9;3;9
441;1;1;9;2;9;9;9;9;3;9;1;9;9;9
442;2;2;9;2;9;9;9;9;3;9;9;9;3;9
443;1;3;9;2;9;9;9;2;9;9;1;9;9;9
444;2;5;1;9;9;9;9;2;9;9;9;2;9;9
445;1;3;9;2;9;9;1;9;9;9;1;9;9;9
446;2;2;9;2;9;9;9;9;3;9;9;9;3;9
447;1;3;9;9;9;4;9;9;9;4;9;9;3;9
448;1;5;9;2;9;9;9;2;9;9;9;9;3;9
449;1;3;9;9;3;9;9;9;3;9;9;2;9;9
450;1;4;9;9;3;9;9;9;3;9;9;2;9;9
451;1;5;9;9;3;9;9;9;3;9;9;2;9;9
452;2;4;9;2;9;9;9;2;9;9;9;2;9;9
453;2;4;1;9;9;9;1;9;9;9;1;9;9;9
454;2;2;9;9;3;9;9;2;9;9;9;2;9;9
455;1;2;9;9;3;9;9;9;9;4;1;9;9;9
456;2;3;9;9;3;9;9;2;9;9;9;2;9;9
457;2;4;9;9;3;9;9;9;3;9;9;2;9;9
458;2;5;9;2;9;9;9;2;9;9;9;2;9;9
459;2;5;9;9;3;9;9;9;3;9;9;2;9;9
460;2;3;9;2;9;9;9;2;9;9;9;9;3;9
461;2;1;9;2;9;9;9;9;3;9;1;9;9;9
462;2;2;9;2;9;9;9;9;3;9;1;9;9;9
463;2;2;9;2;9;9;9;2;9;9;9;9;3;9
464;2;2;9;9;3;9;9;9;3;9;9;9;3;9
465;1;5;9;2;9;9;9;2;9;9;9;9;9;9
466;1;5;9;2;9;9;9;2;9;9;9;2;9;9
467;2;2;9;9;3;9;9;9;3;9;9;2;9;9
468;2;3;9;2;9;9;9;9;3;9;9;9;3;9
469;1;3;9;2;9;9;9;2;9;9;9;9;3;9
470;2;2;9;9;3;9;9;9;3;9;9;9;3;9
471;2;4;1;9;9;9;9;9;3;9;9;2;9;9
472;2;4;9;9;3;9;9;9;3;9;9;9;9;4
473;2;4;9;2;9;9;9;2;9;9;9;9;3;9
474;1;3;9;9;3;9;9;9;3;9;9;9;3;9
475;1;1;9;9;3;9;9;9;3;9;9;9;3;9
476;1;5;9;2;9;9;9;2;9;9;1;9;9;9
477;2;4;9;2;9;9;9;2;9;9;1;9;9;9
478;2;3;9;9;3;9;9;2;9;9;1;9;9;9
479;2;1;9;9;3;9;9;9;3;9;9;2;9;9
480;1;5;9;9;3;9;9;9;3;9;9;2;9;9
481;1;5;9;2;9;9;9;2;9;9;9;2;9;9
482;2;1;1;9;9;9;1;9;9;9;1;9;9;9
483;1;3;9;9;3;9;9;9;3;9;9;2;9;9
484;2;5;9;9;3;9;9;9;3;9;1;9;9;9
485;2;3;9;2;9;9;9;2;9;9;1;9;9;9
486;2;2;9;2;9;9;9;2;9;9;9;2;9;9
487;2;3;9;2;9;9;9;9;3;9;9;2;9;9
488;2;2;9;2;9;9;9;9;3;9;9;2;9;9
489;1;4;9;2;9;9;9;9;3;9;1;9;9;9
490;1;4;9;2;9;9;9;2;9;9;1;9;9;9
491;1;2;9;2;9;9;9;2;9;9;1;9;9;9
492;1;4;9;2;9;9;9;2;9;9;1;9;9;9
493;1;1;9;2;9;9;9;9;3;9;1;9;9;9
494;2;4;1;9;9;9;9;2;9;9;9;9;3;9
495;2;4;9;2;9;9;9;2;9;9;1;9;9;9
496;1;3;9;9;3;9;9;9;3;9;9;9;3;9
497;2;3;9;2;9;9;9;2;9;9;1;9;9;9
498;2;3;9;9;3;9;9;9;3;9;9;9;3;9
499;2;3;9;9;3;9;9;9;3;9;9;2;9;9
500;2;1;9;9;3;9;9;9;3;9;9;9;3;9
501;2;5;9;2;9;9;9;2;9;9;9;2;9;9
502;2;4;9;9;3;9;9;2;9;9;1;9;9;9
503;2;4;9;2;9;9;9;2;9;9;9;9;3;9
504;2;5;9;9;3;9;9;9;9;9;9;9;3;9
505;2;2;9;9;3;9;9;9;9;4;9;2;9;9
506;2;3;9;9;3;9;9;9;3;9;9;9;3;9
507;2;4;9;2;9;9;9;2;9;9;9;2;9;9
508;1;2;9;9;3;9;9;9;3;9;9;9;3;9
509;1;4;9;9;3;9;9;9;3;9;9;9;3;9
510;1;4;9;9;3;9;9;9;3;9;9;2;9;9
511;2;2;9;2;9;9;9;9;3;9;1;9;9;9
512;2;2;1;9;9;9;9;2;9;9;9;9;3;9
513;1;4;1;9;9;9;1;9;9;9;9;2;9;9
514;1;1;9;2;9;9;9;2;9;9;9;2;9;9
515;2;4;9;2;9;9;9;9;3;9;9;9;3;9
516;2;3;1;9;9;9;9;2;9;9;9;9;3;9
517;2;2;9;9;3;9;9;9;3;9;9;9;3;9
518;1;5;9;2;9;9;9;9;3;9;1;9;9;9
519;2;4;9;2;9;9;9;2;9;9;1;9;9;9
520;1;4;9;2;9;9;9;2;9;9;9;9;3;9
521;2;4;1;9;9;9;1;9;9;9;1;9;9;9
522;2;3;9;2;9;9;9;9;3;9;1;9;9;9
523;1;3;9;2;9;9;9;9;3;9;1;9;9;9
524;1;3;9;2;9;9;9;2;9;9;9;2;9;9
525;2;2;9;2;9;9;9;2;9;9;1;9;9;9
526;2;4;9;2;9;9;9;9;3;9;9;2;9;9
527;2;1;9;2;9;9;9;9;3;9;1;9;9;9
528;1;3;9;2;9;9;9;2;9;9;9;9;3;9
529;2;4;1;9;9;9;9;9;3;9;9;9;3;9
530;2;1;1;9;9;9;1;9;9;9;9;9;3;9
531;2;5;9;2;9;9;9;9;3;9;1;9;9;9
532;2;4;9;9;3;9;9;9;3;9;9;2;9;9
533;2;2;9;2;9;9;9;2;9;9;9;2;9;9
534;2;1;9;9;3;9;9;2;9;9;9;9;9;4
535;1;4;9;2;9;9;9;2;9;9;9;2;9;9
536;2;3;1;9;9;9;1;9;9;9;9;9;3;9
537;1;1;9;2;9;9;9;9;3;9;9;2;9;9
538;2;5;9;9;3;9;9;9;3;9;9;9;9;4
539;1;2;9;9;3;9;9;9;3;9;9;9;3;9
540;2;2;9;2;9;9;9;9;3;9;9;9;3;9
541;2;5;9;2;9;9;9;2;9;9;9;2;9;9
542;1;5;9;9;3;9;9;9;3;9;9;9;3;9
543;2;3;9;2;9;9;9;9;3;9;9;9;3;9
544;2;1;1;9;9;9;1;9;9;9;9;2;9;9
545;1;3;9;2;9;9;9;9;3;9;1;9;9;9
546;1;5;9;2;9;9;9;2;9;9;9;2;9;9
547;2;2;9;9;3;9;9;9;9;4;9;9;3;9
548;2;4;1;9;9;9;9;2;9;9;1;9;9;9
549;2;4;9;2;9;9;9;2;9;9;9;2;9;9
550;1;2;9;2;9;9;9;2;9;9;9;2;9;9
551;2;1;9;2;9;9;9;2;9;9;9;9;3;9
552;2;3;9;2;9;9;9;9;3;9;9;9;3;9
553;2;3;9;9;3;9;9;9;3;9;9;9;3;9
554;2;5;9;9;3;9;9;9;3;9;9;9;3;9
555;1;1;9;2;9;9;9;9;3;9;9;9;3;9
556;2;5;9;2;9;9;9;9;3;9;9;9;3;9
557;2;5;9;9;3;9;9;9;3;9;9;2;9;9
558;2;1;9;9;3;9;9;9;3;9;9;9;3;9
559;2;5;9;9;3;9;9;9;3;9;9;9;3;9
560;2;2;9;2;9;9;9;2;9;9;9;2;9;9
561;2;4;9;2;9;9;9;9;3;9;9;2;9;9
562;2;2;9;9;3;9;9;9;9;4;9;2;9;9
563;2;5;9;9;3;9;9;9;3;9;9;9;3;9
564;1;1;9;9;3;9;9;9;3;9;9;2;9;9
565;1;3;9;9;3;9;9;9;3;9;9;2;9;9
566;1;3;9;9;3;9;9;9;9;4;9;9;9;4
567;2;5;9;9;3;9;9;9;9;4;9;9;3;9
568;2;5;9;9;3;9;9;2;9;9;9;2;9;9
569;2;3;9;9;3;9;9;9;3;9;9;2;9;9
570;1;2;9;2;9;9;9;2;9;9;1;9;9;9
571;2;2;9;9;3;9;9;9;3;9;9;2;9;9
572;1;5;9;2;9;9;9;9;3;9;9;9;3;9
573;2;2;1;9;9;9;1;9;9;9;1;9;9;9
574;2;4;9;2;9;9;9;2;9;9;9;9;3;9
575;2;1;9;9;3;9;9;9;3;9;9;9;9;4
576;1;4;9;9;3;9;9;2;9;9;9;9;9;4
577;2;5;9;2;9;9;9;2;9;9;9;2;9;9
578;2;2;9;2;9;9;9;9;3;9;9;2;9;9
579;2;2;1;9;9;9;1;9;9;9;9;9;3;9
580;1;2;9;2;9;9;9;2;9;9;9;9;3;9
581;1;1;9;2;9;9;9;2;9;9;9;2;9;9
582;1;4;1;9;9;9;1;9;9;9;1;9;9;9
583;2;5;1;9;9;9;9;2;9;9;1;9;9;9
584;2;4;9;9;3;9;9;2;9;9;9;9;3;9
585;2;3;9;2;9;9;9;2;9;9;1;9;9;9
586;1;2;9;2;9;9;9;2;9;9;9;2;9;9
587;1;4;9;2;9;9;9;2;9;9;9;2;9;9
588;2;2;9;2;9;9;9;2;9;9;9;2;9;9
589;2;1;9;9;3;9;9;9;3;9;9;9;3;9
590;1;4;9;9;3;9;9;9;3;9;9;9;3;9
591;2;1;9;9;3;9;9;9;3;9;9;9;3;9
592;2;3;9;9;3;9;9;9;3;9;9;9;3;9
593;2;1;9;9;3;9;9;9;3;9;9;9;3;9
594;1;1;9;9;3;9;9;9;3;9;9;9;3;9
595;2;4;9;9;3;9;9;9;3;9;9;9;3;9
596;2;5;9;2;9;9;9;9;3;9;9;9;3;9
597;1;5;9;2;9;9;9;2;9;9;9;2;9;9
598;1;4;1;9;9;9;9;2;9;9;9;2;9;9
599;1;3;9;2;9;9;9;2;9;9;9;2;9;9
600;1;4;9;9;3;9;9;9;3;9;9;2;9;9
601;2;4;1;9;9;9;9;2;9;9;9;9;3;9
602;2;4;9;2;9;9;9;9;3;9;9;9;3;9
603;2;5;9;2;9;9;9;2;9;9;9;9;3;9
604;1;1;9;2;9;9;9;2;9;9;9;2;9;9
605;2;5;9;9;3;9;9;9;3;9;9;9;3;9
606;2;4;9;9;3;9;9;9;3;9;9;9;3;9
607;2;3;9;2;9;9;9;2;9;9;9;2;9;9
608;2;2;9;9;3;9;9;2;9;9;9;9;9;4
609;2;3;1;9;9;9;1;9;9;9;1;9;9;9
610;2;2;9;2;9;9;9;9;3;9;9;9;3;9
611;2;5;9;2;9;9;9;2;9;9;9;9;3;9
612;1;2;9;2;9;9;9;2;9;9;1;9;9;9
613;1;3;9;2;9;9;9;2;9;9;9;9;3;9
614;1;1;1;9;9;9;1;9;9;9;1;9;9;9
615;1;4;9;9;9;4;9;9;3;9;9;2;9;9
616;1;1;9;2;9;9;9;2;9;9;9;2;9;9
617;1;5;9;2;9;9;9;2;9;9;9;2;9;9
618;1;5;9;9;3;9;9;9;3;9;9;9;3;9
619;2;5;9;2;9;9;9;2;9;9;9;9;3;9
620;2;1;9;9;3;9;9;9;3;9;9;9;3;9
621;1;3;9;9;3;9;9;9;3;9;9;9;3;9
622;1;4;9;9;3;9;9;9;3;9;9;9;3;9
623;2;2;1;9;9;9;9;9;3;9;9;9;3;9
624;1;4;9;9;3;9;9;2;9;9;9;2;9;9
625;2;5;9;9;3;9;9;9;9;4;9;9;3;9
626;2;4;9;9;3;9;9;9;3;9;9;2;9;9
627;2;2;9;9;3;9;9;9;3;9;9;9;3;9
628;1;3;9;9;3;9;9;2;9;9;9;9;3;9
629;1;3;9;2;9;9;9;2;9;9;9;2;9;9
630;1;3;9;2;9;9;9;2;9;9;9;9;3;9
631;1;5;9;2;9;9;9;2;9;9;9;2;9;9
632;1;2;9;2;9;9;9;2;9;9;1;9;9;9
633;1;4;9;2;9;9;9;2;9;9;9;9;3;9
634;2;2;9;9;3;9;9;9;3;9;9;9;3;9
635;1;1;1;9;9;9;9;2;9;9;1;9;9;9
636;1;3;9;2;9;9;9;2;9;9;9;9;3;9
637;2;4;1;9;9;9;9;2;9;9;1;9;9;9
638;2;3;9;2;9;9;9;9;3;9;9;9;3;9
639;2;4;9;9;3;9;9;2;9;9;9;9;3;9
640;2;1;9;9;3;9;9;9;9;4;9;9;3;9
641;2;4;9;2;9;9;9;2;9;9;9;2;9;9
642;2;3;9;2;9;9;9;9;3;9;9;9;3;9
643;1;1;9;2;9;9;9;2;9;9;9;2;9;9
644;1;5;9;9;3;9;9;9;3;9;9;2;9;9
645;2;5;9;2;9;9;9;9;3;9;1;9;9;9
646;1;5;9;2;9;9;9;2;9;9;1;9;9;9
647;1;2;9;2;9;9;9;9;3;9;9;2;9;9
648;1;5;9;9;9;4;9;2;9;9;9;9;3;9
649;1;1;1;9;9;9;1;9;9;9;9;2;9;9
650;1;3;9;9;3;9;9;2;9;9;9;2;9;9
651;2;2;9;9;3;9;9;2;9;9;9;9;3;9
652;2;4;9;2;9;9;9;9;3;9;9;2;9;9
653;2;2;9;2;9;9;9;9;3;9;9;9;3;9
654;1;3;9;2;9;9;9;9;3;9;9;2;9;9
655;2;5;9;9;3;9;9;9;3;9;9;9;3;9
656;2;3;9;2;9;9;9;2;9;9;9;9;3;9
657;2;3;9;2;9;9;9;2;9;9;9;9;3;9
658;2;4;9;2;9;9;9;9;3;9;9;9;3;9
659;2;3;9;2;9;9;9;2;9;9;9;2;9;9
660;2;4;9;9;3;9;9;9;3;9;9;9;9;4
661;2;4;9;9;3;9;9;2;9;9;1;9;9;9
662;2;1;9;2;9;9;9;2;9;9;9;9;3;9
663;2;4;9;9;3;9;9;9;3;9;9;9;3;9
664;1;3;9;2;9;9;9;9;3;9;9;9;3;9
665;2;2;9;9;3;9;9;2;9;9;1;9;9;9
666;1;2;9;9;3;9;9;9;3;9;9;2;9;9
667;1;5;9;2;9;9;9;9;3;9;9;9;3;9
668;1;4;9;2;9;9;9;9;3;9;9;2;9;9
669;1;3;1;9;9;9;1;9;9;9;1;9;9;9
670;2;1;9;2;9;9;9;9;3;9;9;9;3;9
671;2;3;9;2;9;9;9;2;9;9;9;2;9;9
672;1;1;9;2;9;9;9;9;3;9;1;9;9;9
673;2;4;9;9;3;9;9;2;9;9;9;2;9;9
674;1;3;9;9;3;9;9;9;3;9;9;9;3;9
675;2;2;9;2;9;9;1;9;9;9;1;9;9;9
676;2;5;9;2;9;9;9;2;9;9;9;9;3;9
677;2;1;9;2;9;9;9;9;3;9;9;9;3;9
678;1;1;9;2;9;9;9;2;9;9;9;9;3;9
679;1;1;9;9;3;9;9;9;3;9;9;2;9;9
680;2;4;9;9;3;9;9;9;3;9;9;9;3;9
681;2;4;9;2;9;9;1;9;9;9;9;2;9;9
682;2;2;9;9;3;9;9;9;3;9;1;9;9;9
683;2;5;9;9;3;9;9;9;3;9;9;9;3;9
684;2;3;9;2;9;9;9;2;9;9;9;9;3;9
685;1;4;9;2;9;9;9;2;9;9;9;2;9;9
686;2;1;9;2;9;9;9;2;9;9;9;9;3;9
687;2;3;9;2;9;9;9;9;3;9;9;2;9;9
688;2;3;9;2;9;9;9;9;3;9;9;9;3;9
689;1;4;9;9;3;9;9;2;9;9;1;9;9;9
690;2;2;9;2;9;9;9;9;3;9;1;9;9;9
691;2;2;9;2;9;9;9;2;9;9;9;2;9;9
692;2;4;9;2;9;9;9;9;3;9;9;2;9;9
693;2;2;9;9;3;9;9;2;9;9;9;9;9;4
694;2;3;9;9;3;9;9;9;3;9;9;9;3;9
695;1;4;1;9;9;9;9;2;9;9;1;9;9;9
696;2;3;9;2;9;9;9;2;9;9;9;9;3;9
697;1;2;9;2;9;9;9;9;3;9;9;2;9;9
698;2;4;9;2;9;9;9;2;9;9;9;9;3;9
699;2;3;9;9;3;9;9;9;3;9;9;9;3;9
700;1;4;9;2;9;9;9;2;9;9;9;2;9;9
701;1;2;9;2;9;9;9;9;3;9;9;2;9;9
702;1;3;9;2;9;9;9;2;9;9;9;2;9;9
703;2;2;9;2;9;9;9;9;3;9;9;2;9;9
704;2;3;9;9;3;9;9;9;3;9;9;2;9;9
705;2;3;1;9;9;9;9;2;9;9;1;9;9;9
706;2;5;1;9;9;9;9;2;9;9;1;9;9;9
707;2;5;1;9;9;9;9;2;9;9;1;9;9;9
708;2;4;1;9;9;9;1;9;9;9;1;9;9;9
709;1;2;9;9;3;9;9;9;3;9;9;9;9;4
710;1;3;9;2;9;9;9;9;3;9;1;9;9;9
711;1;4;9;2;9;9;9;2;9;9;9;2;9;9
712;1;2;9;2;9;9;9;2;9;9;1;9;9;9
713;1;3;9;2;9;9;9;2;9;9;9;2;9;9
714;2;3;9;2;9;9;9;9;3;9;9;9;3;9
715;2;3;9;2;9;9;9;2;9;9;9;2;9;9
716;2;4;9;2;9;9;9;2;9;9;9;2;9;9
717;2;3;9;2;9;9;9;9;3;9;9;2;9;9
718;2;2;9;9;3;9;9;9;3;9;9;9;3;9
719;2;3;9;9;3;9;9;9;3;9;9;9;3;9
720;1;2;9;2;9;9;9;2;9;9;9;2;9;9
721;1;3;9;2;9;9;9;9;3;9;9;9;3;9
722;1;2;9;2;9;9;9;2;9;9;1;9;9;9
723;1;2;9;2;9;9;9;2;9;9;1;9;9;9
724;2;3;9;2;9;9;9;9;3;9;9;9;3;9
725;2;4;9;2;9;9;9;2;9;9;9;9;3;9
726;1;5;9;2;9;9;9;2;9;9;1;9;9;9
727;2;3;9;2;9;9;9;2;9;9;9;9;3;9
728;1;4;1;9;9;9;9;2;9;9;1;9;9;9
729;2;2;9;2;9;9;9;2;9;9;9;2;9;9
730;2;2;9;9;3;9;9;9;3;9;9;9;3;9
731;2;3;9;2;9;9;9;9;3;9;9;2;9;9
732;1;3;9;9;3;9;9;9;3;9;9;2;9;9
733;2;3;1;9;9;9;9;2;9;9;9;2;9;9
734;2;3;9;2;9;9;9;2;9;9;9;9;3;9
735;2;2;9;9;3;9;9;9;3;9;9;9;3;9
736;1;3;9;2;9;9;9;2;9;9;9;2;9;9
737;1;2;9;2;9;9;9;9;3;9;1;9;9;9
738;2;4;9;9;3;9;9;9;3;9;9;2;9;9
739;2;2;9;2;9;9;9;9;3;9;1;9;9;9
740;1;4;9;9;3;9;9;9;3;9;9;9;3;9
741;2;2;9;9;3;9;9;9;3;9;9;2;9;9
742;1;2;9;2;9;9;9;2;9;9;9;2;9;9
743;2;2;9;2;9;9;9;2;9;9;9;2;9;9
744;2;3;9;2;9;9;1;9;9;9;1;9;9;9
745;2;4;9;2;9;9;9;2;9;9;9;9;3;9
746;2;3;9;2;9;9;9;2;9;9;9;2;9;9
747;2;3;9;2;9;9;9;9;3;9;9;2;9;9
748;2;4;9;9;9;4;9;9;3;9;9;2;9;9
749;2;3;9;2;9;9;9;2;9;9;9;2;9;9
750;2;2;9;2;9;9;9;9;3;9;9;9;9;4
751;1;3;9;9;3;9;9;9;3;9;9;2;9;9
752;2;2;9;2;9;9;9;2;9;9;9;9;3;9
753;1;4;9;9;3;9;9;9;3;9;9;9;3;9
754;1;3;9;9;3;9;9;9;3;9;9;9;3;9
755;1;3;9;2;9;9;9;2;9;9;1;9;9;9
756;2;4;9;9;3;9;9;2;9;9;9;9;3;9
757;2;3;9;2;9;9;9;2;9;9;1;9;9;9
758;2;4;9;9;3;9;9;9;3;9;9;2;9;9
759;2;3;9;9;3;9;9;2;9;9;9;2;9;9
760;1;5;9;2;9;9;9;9;3;9;9;9;3;9
761;2;1;9;9;3;9;9;9;3;9;9;9;3;9
762;2;5;9;2;9;9;9;2;9;9;9;2;9;9
763;2;5;9;2;9;9;9;2;9;9;9;2;9;9
764;1;4;9;2;9;9;9;9;3;9;9;9;3;9
765;1;5;9;9;3;9;9;2;9;9;1;9;9;9
766;2;4;9;9;3;9;9;9;3;9;9;2;9;9
767;1;4;9;2;9;9;9;9;3;9;9;2;9;9
768;1;5;9;2;9;9;9;9;3;9;1;9;9;9
769;1;4;9;9;3;9;9;9;3;9;9;9;9;4
770;2;4;9;9;3;9;9;9;3;9;9;9;3;9
771;2;5;9;2;9;9;9;9;3;9;9;2;9;9
772;2;2;9;2;9;9;9;2;9;9;9;2;9;9
773;2;5;1;9;9;9;1;9;9;9;9;2;9;9
774;2;3;9;2;9;9;9;2;9;9;9;9;3;9
775;1;5;9;2;9;9;9;2;9;9;9;2;9;9
776;1;2;9;2;9;9;9;2;9;9;9;2;9;9
777;2;4;9;2;9;9;9;2;9;9;9;9;3;9
778;2;1;9;9;3;9;9;9;3;9;1;9;9;9
779;2;3;9;2;9;9;9;9;3;9;9;2;9;9
780;2;4;9;2;9;9;9;9;3;9;1;9;9;9
781;2;3;9;2;9;9;9;2;9;9;9;2;9;9
782;2;5;9;2;9;9;9;2;9;9;9;2;9;9
783;2;4;9;2;9;9;9;9;3;9;9;9;3;9
784;2;5;9;2;9;9;9;2;9;9;9;2;9;9
785;1;1;9;2;9;9;9;2;9;9;9;2;9;9
786;2;5;1;9;9;9;9;2;9;9;9;9;9;9
787;1;3;9;9;3;9;9;9;3;9;9;9;3;9
788;2;2;9;2;9;9;9;2;9;9;1;9;9;9
789;1;3;9;2;9;9;9;2;9;9;9;2;9;9
790;2;3;9;9;9;4;9;2;9;9;1;9;9;9
791;2;5;9;9;3;9;9;2;9;9;9;9;3;9
792;1;5;9;2;9;9;9;2;9;9;9;2;9;9
793;2;2;9;2;9;9;9;9;3;9;9;2;9;9
794;1;1;9;9;3;9;9;9;3;9;9;2;9;9
795;1;1;9;9;3;9;9;2;9;9;9;9;3;9
796;2;5;9;2;9;9;9;2;9;9;9;2;9;9
797;1;1;9;2;9;9;9;9;3;9;9;9;3;9
798;2;5;9;2;9;9;9;2;9;9;9;9;3;9
799;2;5;9;2;9;9;9;2;9;9;9;2;9;9
800;2;5;9;2;9;9;9;2;9;9;9;9;3;9
801;1;2;9;2;9;9;9;2;9;9;9;9;3;9
802;1;1;9;2;9;9;9;9;3;9;9;9;3;9
803;2;3;9;9;9;4;9;9;3;9;1;9;9;9
804;2;3;9;2;9;9;9;9;3;9;9;9;3;9
805;2;5;9;2;9;9;9;2;9;9;9;2;9;9
806;2;5;1;9;9;9;9;9;3;9;9;2;9;9
807;1;1;9;2;9;9;9;2;9;9;9;9;3;9
808;1;4;9;2;9;9;9;2;9;9;9;2;9;9
809;1;4;1;9;9;9;1;9;9;9;9;2;9;9
